"incident_number","arrest_date","gender","race","age","charge","most_serious"
"19BU009144",2019-05-09 10:23:00,"Male - M","White - W",52,"Disorderly Conduct By Phone Or Electronic Communication 13 VSA 1027 90C",0
"19BU009221",2019-05-10 03:30:00,"Male - M","White - W",20,"Burglary 13 VSA 1201 220",1
"19BU009256",2019-05-10 14:31:00,"Male - M","White - W",26,NA,1
"19BU009292",2019-05-10 20:00:00,"Male - M","White - W",24,"Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A",1
"19BU009322",2019-05-11 01:11:00,"Male - M","White - W",22,"Aggravated Assault 13 VSA 1024 13A",1
"19BU009324",2019-05-11 01:16:00,"Male - M","White - W",23,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"19BU009326",2019-05-11 01:21:00,"Male - M","White - W",23,NA,1
"19BU009357",2019-05-11 16:54:00,"Male - M","White - W",33,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"19BU009365",2019-05-11 18:30:00,"Male - M","Black - B",32,"Aggravated Assault 13 VSA 1024 13A",1
"19BU009388",2019-05-11 23:24:00,"Male - M","White - W",22,"False Alarms To Public Safety 13 VSA 1751(A) 90Z",1
"19BU009426",2019-05-12 17:30:00,"Male - M","White - W",39,"Driving Under The Influence - Criminal Refusal 23 VSA 1202 90D",1
"19BU009426",2019-05-13 10:13:13,"Male - M","White - W",25,"Simple Assault 13 VSA 1023 13B",1
"19BU009426",2019-05-13 10:13:13,"Male - M","White - W",25,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",0
"19BU009461",2019-05-13 09:30:00,"Transgendered - T","White - W",36,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"19BU009473",2019-05-13 12:12:00,NA,NA,NA,"Simple Assault 13 VSA 1023 13B",1
"19BU009487",2019-05-13 14:38:00,"Male - M","White - W",41,"Simple Assault 13 VSA 1023 13B",1
"19BU009504",2019-05-28 00:00:00,"Male - M","White - W",26,"Driving Under The Influence - Drugs 23 VSA 1201(a)(3) 90D",1
"19BU009513",2019-05-13 21:40:00,"Male - M","White - W",34,NA,1
"19BU009516",2019-05-13 23:18:00,"Male - M","White - W",44,"Domestic Assault 13 VSA 1042 13B",1
"19BU009518",2019-05-13 23:31:00,"Male - M","White - W",28,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"19BU009539",2019-05-29 15:15:00,"Male - M","Black - B",16,"Simple Assault 13 VSA 1023 13B",1
"19BU009539",2019-05-29 15:15:00,"Male - M","Black - B",16,"Disorderly Conduct - All Other 13 VSA 1026 90C",0
"19BU009545",2019-05-15 11:16:00,"Female - F","White - W",40,"Petit Larceny From A Building/Residence/Structure 13 VSA 2502 23H",1
"19BU009572",2019-05-15 18:41:00,"Male - M","White - W",49,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"19BU009609",2019-05-15 12:59:00,"Male - M","Black - B",34,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"19BU009617",2019-05-15 13:25:00,"Male - M","White - W",52,NA,1
"19BU009633",2019-05-30 17:35:00,"Male - M","Black - B",41,"Drugs - Cocaine, Possession >25 Gm 18 VSA 4231(A)(1) 35A",1
"19BU009633",2019-05-30 17:35:00,"Male - M","Black - B",41,"Drugs - Heroin, Trafficking 18 VSA 4233(C) 35A",0
"19BU009633",2019-05-30 17:35:00,"Male - M","Black - B",41,"Heroin - Selling or Dispensing &gt; 1gm 18 VSA 4233(b)(3) 35A",0
"19BU009633",2019-05-30 17:35:00,"Male - M","Black - B",41,"Heroin - Selling or Dispensing &gt; 200mg &lt; 1gm 18 VSA 4233(b)(2) 35A",0
"19BU009633",2019-05-30 17:35:00,"Male - M","Black - B",41,"Drugs - Cocaine, Sale <2.5 Gm 18 VSA 4231(B)(1) 35A",0
"19BU009706",2019-05-16 15:00:00,"Male - M","White - W",49,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"19BU009732",2019-05-16 18:40:00,"Female - F","Black - B",40,"Arrest on In-State Warrant 00 VSA 0000 ZZZ",1
"19BU009763",2019-05-16 23:28:00,"Male - M","White - W",49,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"19BU009789",2019-05-17 09:41:00,"Male - M","White - W",52,NA,1
"19BU009797",2019-06-14 20:05:00,"Male - M","White - W",39,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"19BU009799",2019-05-17 13:40:00,"Male - M","White - W",52,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",1
"19BU009890",2019-05-20 17:20:45,"Male - M","Black - B",37,"Simple Assault 13 VSA 1023 13B",1
"19BU009897",2019-06-13 15:01:00,"Male - M","Asian - A",39,"Simple Assault 13 VSA 1023 13B",1
"19BU009898",2019-05-18 15:52:00,"Male - M","White - W",54,"Aggravated Assault 13 VSA 1024 13A",1
"19BU009898",2019-05-18 15:52:00,"Male - M","White - W",54,"Aggravated disorderly conduct 13 VSA 1026(a) 90C",0
"19BU009925",2019-05-18 23:10:00,"Female - F","White - W",35,"Simple Assault 13 VSA 1023 13B",1
"19BU009933",2019-05-19 22:00:00,"Female - F","White - W",39,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"19BU009933",2019-05-19 22:00:00,"Female - F","White - W",39,"False Information To A Police Officer 13 VSA 1754 90Z",0
"19BU009933",2019-05-19 22:00:00,"Female - F","White - W",39,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"19BU009933",2019-05-19 22:00:00,"Female - F","White - W",39,"False Information To A Police Officer 13 VSA 1754 90Z",0
"19BU009955",2019-05-19 09:25:00,"Transgendered - T","White - W",36,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"19BU009963",2019-09-06 10:03:00,"Male - M","White - W",47,"Assault And Robbery 13 VSA 608 120",1
"19BU009971",2019-05-19 15:20:00,"Male - M","White - W",32,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"19BU009975",2019-05-19 16:23:00,"Male - M","White - W",41,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"19BU009981",2019-05-19 18:03:00,"Male - M","White - W",49,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"19BU009993",2019-06-28 19:45:00,"Female - F","White - W",33,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"19BU009994",2019-07-08 20:54:00,"Male - M","White - W",41,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"19BU010006",2019-05-20 06:37:00,"Male - M","White - W",49,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"19BU010018",NA,NA,NA,NA,"Credit Card/ATM Fraud 9 VSA 4043 26B",0
"19BU010024",2019-05-20 12:30:00,"Female - F","White - W",36,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"19BU010030",2019-05-20 16:45:00,"Male - M","White - W",59,"Sexual Assault 13 VSA 3252 11A",1
"19BU010063",2019-05-20 21:14:00,"Female - F","Black - B",33,"Leaving Scene Of An Accident 23 VSA 1128(A) 90Z",1
"19BU010122",2019-05-21 14:10:00,"Female - F","White - W",29,"Simple Assault 13 VSA 1023 13B",1
"19BU010137",2019-05-21 17:30:00,"Male - M","Black - B",41,"Aggravated Assault 13 VSA 1024 13A",1
"19BU010137",2019-05-22 11:00:00,"Male - M","Black - B",40,"Aggravated Assault 13 VSA 1024 13A",1
"19BU010140",2019-06-17 21:57:53,"Male - M","Black - B",23,"Drugs - Cocaine, Sale <2.5 Gm 18 VSA 4231(B)(1) 35A",1
"19BU010140",2019-06-17 21:57:53,"Male - M","Black - B",23,"Drugs - Cocaine, Possession  Misdemeanor 18 VSA 4231(A)(1) 35A",NA
"19BU010140",2019-06-17 21:57:53,"Male - M","Black - B",23,"Drugs - Heroin, Possession 2+ Grams 18 VSA 4233(A)(4) 35A",NA
"19BU010152",2019-05-21 20:00:00,"Male - M","White - W",42,"Aggravated Assault 13 VSA 1024 13A",1
"19BU010153",2019-05-21 20:15:00,"Male - M","White - W",21,NA,1
"19BU010164",2019-05-22 11:00:00,"Male - M","Black - B",40,"Aggravated Assault 13 VSA 1024 13A",1
"19BU010164",2019-05-22 11:00:00,"Male - M","Black - B",41,"Aggravated Assault 13 VSA 1024 13A",1
"19BU010165",2019-05-22 03:50:00,"Male - M","White - W",24,"Simple Assault 13 VSA 1023 13B",1
"19BU010218",2019-05-22 17:44:00,"Male - M","Black - B",45,"Driving Under The Influence - Criminal Refusal 23 VSA 1202 90D",1
"19BU010219",2019-05-22 17:35:00,"Male - M","White - W",18,"Burglary 13 VSA 1201 220",1
"19BU010224",2019-05-22 18:28:00,"Male - M","White - W",39,"Burglary 13 VSA 1201 220",1
"19BU010240",2019-05-23 06:35:00,"Male - M","White - W",44,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"19BU010254",2019-06-08 14:28:00,"Female - F","White - W",33,"False Pretenses 13 VSA 2002 26A",1
"19BU010254",2019-06-08 14:28:00,"Female - F","White - W",33,"Petit Larceny From A Building/Residence/Structure 13 VSA 2502 23H",0
"19BU010285",2019-05-23 14:01:00,"Female - F","White - W",13,"Simple Assault 13 VSA 1023 13B",1
"19BU010336",2019-05-23 18:51:00,"Female - F","White - W",34,NA,1
"19BU010352",2019-06-10 00:00:00,"Male - M","White - W",35,"Petit Larceny Other 13 VSA 2502 23H",1
"19BU010373",2019-05-24 09:25:00,"Male - M","White - W",41,"Simple Assault 13 VSA 1023 13B",1
"19BU010373",2019-05-24 09:25:00,"Male - M","White - W",41,"Disorderly Conduct - All Other 13 VSA 1026 90C",0
"19BU010373",2019-05-24 09:25:00,"Male - M","White - W",41,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",0
"19BU010373",2019-05-24 09:25:00,"Male - M","White - W",41,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",0
"19BU010376",2019-05-24 09:28:00,"Male - M","White - W",41,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"19BU010385",2019-05-24 12:02:00,"Male - M","Black - B",35,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"19BU010398",2019-06-06 10:32:00,"Female - F","White - W",24,"Leaving Scene Of An Accident 23 VSA 1128(A) 90Z",1
"19BU010435",2019-05-24 21:34:00,"Female - F","White - W",62,"Driving Under The Influence - Criminal Refusal 23 VSA 1202 90D",1
"19BU010435",2019-05-24 21:34:00,"Female - F","White - W",62,"Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Misdemeanor) 13 VSA 1028(A)(1) 13B",NA
"19BU010437",2019-05-24 22:00:00,"Female - F","White - W",29,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"19BU010447",2019-08-19 19:21:00,"Female - F","White - W",30,"Purse-Snatching 13 VSA 2502 23B",1
"19BU010451",2019-05-25 04:30:00,"Male - M","White - W",22,"Reckless Endangerment 13 VSA 1025 13C",1
"19BU010451",2019-05-25 04:30:00,"Male - M","White - W",22,"Disorderly Conduct - All Other 13 VSA 1026 90C",0
"19BU010492",2019-05-25 17:15:00,"Male - M","White - W",44,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"19BU010528",2019-05-27 13:59:00,"Male - M","White - W",39,"Credit Card/ATM Fraud 9 VSA 4043 26B",1
"19BU010536",2019-05-26 14:25:00,"Female - F","White - W",22,"Aggravated Assault 13 VSA 1024 13A",1
"19BU010536",2019-05-26 14:25:00,"Male - M","White - W",18,"Simple Assault 13 VSA 1023 13B",1
"19BU010536",2019-05-26 14:25:00,"Female - F","Black - B",21,"Aggravated Assault 13 VSA 1024 13A",1
"19BU010580",2019-07-02 12:00:00,"Male - M","White - W",29,"Stalking 13 VSA 1062 13C",1
"19BU010584",2019-06-05 14:37:00,"Female - F","White - W",29,"Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor) 13 VSA 2561 280",1
"19BU010612",2019-05-29 16:01:00,"Male - M","White - W",39,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",1
"19BU010619",2019-06-01 23:53:00,"Male - M","White - W",34,"Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A",1
"19BU010642",2019-05-27 20:28:00,"Male - M","White - W",20,"Driving Under The Influence - First Offense 23 VSA 1201 90D",1
"19BU010703",2019-05-28 15:00:00,"Female - F","White - W",34,"Theft Of Services (Misdemeanor) 13 VSA 2582 23H",1
"19BU010727",2019-05-28 21:30:00,"Female - F","White - W",22,"Impeding Public Officers 13 VSA 3001 90Z",1
"19BU010732",2019-05-28 23:45:00,"Male - M","Black - B",23,"Domestic Assault 13 VSA 1042 13B",1
"19BU010732",2019-05-28 23:45:00,"Male - M","Black - B",23,"Interference With Access To Emergency Services 13 VSA 1031 90Z",0
"19BU010732",2019-05-28 23:45:00,"Male - M","Black - B",23,"Drugs - Cocaine, Possession  >2.5 Gm 18 VSA 4231(A)(1) 35A",0
"19BU010812",2019-05-29 22:51:00,"Male - M","White - W",28,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"19BU010827",2019-05-30 03:52:00,"Male - M","White - W",23,"Driving Under The Influence - Criminal Refusal 23 VSA 1202 90D",1
"19BU010908",2019-05-30 21:27:00,"Female - F","White - W",39,NA,1
"19BU010911",2019-05-30 22:43:00,"Male - M","Asian - A",24,"Domestic Assault 13 VSA 1042 13B",1
"19BU010913",2019-06-09 03:41:00,"Male - M","White - W",41,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",1
"19BU010935",2019-05-31 12:10:00,"Female - F","White - W",23,"Unlawful Trespass (Felony) 13 VSA 3705(D) 90J",1
"19BU010935",2019-05-31 12:10:00,"Female - F","White - W",23,"Petit Larceny From A Building/Residence/Structure 13 VSA 2502 23H",0
"19BU010935",2019-05-31 12:10:00,"Female - F","White - W",23,"Petit Larceny From A Motor Vehicle 13 VSA 2502 23F",0
"19BU010935",2019-05-31 12:10:00,"Female - F","White - W",23,"Operation Without Consent 23 VSA 1094(A) 90Z",0
"19BU010969",2019-07-07 12:27:00,"Female - F","White - W",29,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"19BU010969",2019-07-07 12:27:00,"Male - M","White - W",24,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"19BU010976",2019-06-11 09:02:00,"Female - F","White - W",39,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",1
"19BU010984",2019-06-27 20:35:00,"Male - M","Black - B",34,"Bad Checks 13 VSA 2022 90A",1
"19BU011004",2019-05-31 21:54:00,"Male - M","White - W",42,"Driving Under The Influence - Second And Subsequent Offense 23 VSA 1201 90D",1
"19BU011004",2019-05-31 21:56:00,"Male - M","White - W",42,"Driving With Criminally Suspended License - 3rd or Subsequent Offense Within 2 Years After 12/01/16 23 VSA 674(a)(2) 90Z",1
"19BU011047",2019-06-03 00:00:00,"Female - F","White - W",34,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",1
"19BU011059",2019-06-01 17:20:00,"Male - M","White - W",33,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"19BU011069",2019-06-01 19:02:00,"Male - M","White - W",49,NA,1
"19BU011079",2019-06-01 22:16:00,"Male - M","Black - B",26,"Simple Assault 13 VSA 1023 13B",1
"19BU011079",2019-06-01 22:16:00,"Male - M","Black - B",26,"Disorderly Conduct - All Other 13 VSA 1026 90C",0
"19BU011079",2019-06-01 22:16:00,"Male - M","Black - B",26,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",0
"19BU011082",2019-06-01 22:54:00,"Male - M","White - W",27,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",1
"19BU011092",2019-06-02 01:52:00,"Female - F","White - W",24,"Arrest on In-State Warrant 00 VSA 0000 ZZZ",1
"19BU011126",2019-06-02 17:36:00,"Male - M","Black - B",45,"Domestic Assault 13 VSA 1042 13B",1
"19BU011144",2019-06-02 22:05:00,"Male - M","Black - B",41,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"19BU011151",2019-06-03 00:57:00,"Male - M","White - W",28,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"19BU011221",2019-06-03 22:00:00,"Male - M","White - W",18,"Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor) 13 VSA 2561 280",1
"19BU011221",2019-06-03 22:00:00,"Male - M","White - W",19,"Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor) 13 VSA 2561 280",1
"19BU011231",2019-06-04 02:45:00,"Male - M","White - W",26,"Aggravated Assault 13 VSA 1024 13A",1
"19BU011254",2019-06-04 11:39:00,"Male - M","White - W",39,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"19BU011254",2019-06-04 11:39:00,"Male - M","White - W",39,"False Information To A Police Officer 13 VSA 1754 90Z",0
"19BU011325",2019-06-04 21:35:00,"Male - M","White - W",28,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"19BU011327",2019-06-04 22:41:00,"Female - F","White - W",24,"Simple Assault 13 VSA 1023 13B",1
"19BU011394",2019-06-05 20:00:00,"Male - M","White - W",46,NA,1
"19BU011402",2019-06-06 01:00:00,"Male - M","White - W",26,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"19BU011405",2019-06-05 23:56:00,"Male - M","White - W",28,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"19BU011425",2019-07-08 08:48:00,"Male - M","Black - B",26,"Leaving Scene Of An Accident 23 VSA 1128(A) 90Z",1
"19BU011425",2019-07-08 08:48:00,"Male - M","Black - B",26,"Driving With A Criminally Suspended License 23 VSA 674 90Z",0
"19BU011446",2019-06-06 15:11:00,"Female - F","White - W",34,NA,1
"19BU011449",2019-06-06 16:00:00,"Male - M","White - W",47,"Simple Assault 13 VSA 1023 13B",1
"19BU011455",2019-06-13 13:30:00,"Male - M","White - W",23,"Leaving Scene Of An Accident 23 VSA 1128(A) 90Z",1
"19BU011465",2019-06-06 19:17:30,"Male - M","White - W",25,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"19BU011484",2019-06-06 21:30:00,"Male - M","White - W",35,"Aggravated Assault 13 VSA 1024 13A",1
"19BU011495",2019-06-07 01:22:00,"Male - M","White - W",35,"Arrest on In-State Warrant 00 VSA 0000 ZZZ",1
"19BU011579",2019-06-07 23:10:00,"Male - M","White - W",30,NA,1
"19BU011598",2019-06-08 04:00:00,"Male - M","White - W",21,"Driving Under The Influence - First Offense 23 VSA 1201 90D",1
"19BU011598",2019-06-09 18:00:00,"Male - M","White - W",26,"Leaving Scene Of An Accident, With Bodily Injury Resulting 23 VSA 1128(B) 90Z",1
"19BU011638",2019-06-28 15:00:00,"Male - M","White - W",48,"Violation Of An Abuse Prevention Order 13 VSA 1030 90Z",1
"19BU011655",2019-06-14 22:30:00,"Female - F","White - W",22,"Leaving Scene Of An Accident 23 VSA 1128(A) 90Z",1
"19BU011655",2019-06-14 22:30:00,"Female - F","White - W",22,"Driving With A Criminally Suspended License 23 VSA 674 90Z",0
"19BU011662",2019-06-08 22:50:00,"Male - M","White - W",30,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",1
"19BU011667",2019-07-09 00:15:00,"Male - M","White - W",62,"Aggravated Assault 13 VSA 1024 13A",1
"19BU011667",2019-07-09 00:15:00,"Male - M","White - W",62,"Negligent Operation 23 VSA 1091(A) 90Z",0
"19BU011669",2019-06-09 00:30:00,"Male - M","White - W",23,"Arrest on In-State Warrant 00 VSA 0000 ZZZ",1
"19BU011697",2019-06-09 15:10:00,"Male - M","White - W",32,"Aggravated disorderly conduct 13 VSA 1026(a) 90C",1
"19BU011719",2019-06-09 20:45:00,"Female - F","White - W",39,"Arrest on In-State Warrant 00 VSA 0000 ZZZ",1
"19BU011726",2019-06-09 22:15:00,"Male - M","White - W",44,"Arrest on In-State Warrant 00 VSA 0000 ZZZ",1
"19BU011735",2019-06-10 01:15:00,"Male - M","Black - B",26,"Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A",1
"19BU011735",2019-06-10 01:15:00,"Male - M","Black - B",26,"Interference With Access To Emergency Services 13 VSA 1031 90Z",0
"19BU011741",2019-06-10 02:26:00,"Male - M","White - W",29,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"19BU011801",2019-06-14 12:59:00,"Male - M","White - W",54,"Lewd And Lascivious Conduct With A Child 13 VSA 2602 11D",1
"19BU011801",2019-06-14 12:59:00,"Male - M","White - W",54,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",0
"19BU011804",2019-06-10 20:00:00,"Male - M","White - W",44,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",1
"19BU011893",2019-06-11 17:48:00,"Male - M","White - W",56,"Simple Assault 13 VSA 1023 13B",1
"19BU011901",2019-06-11 18:09:00,"Male - M","White - W",57,"Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Misdemeanor) 13 VSA 1028(A)(1) 13B",1
"19BU011925",2019-06-11 21:40:00,"Male - M","White - W",39,NA,1
"19BU011941",2019-06-12 08:30:00,"Male - M","Asian - A",37,"Domestic Assault 13 VSA 1042 13B",1
"19BU011990",2019-06-12 15:05:00,"Male - M","White - W",36,NA,1
"19BU011999",2019-06-13 10:51:52,"Male - M","White - W",47,"Leaving Scene Of An Accident 23 VSA 1128(A) 90Z",1
"19BU012011",2019-06-12 18:49:00,"Female - F","White - W",36,"Prohibited Conduct - Lewd &amp; Lascivious",1
"19BU012011",2019-06-12 18:49:00,NA,NA,NA,"Prohibited Conduct - Lewd &amp; Lascivious",1
"19BU012013",2019-06-12 19:01:00,"Male - M","White - W",21,"Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A",1
"19BU012017",2019-06-12 21:00:00,"Female - F","White - W",37,NA,1
"19BU012047",2019-06-19 14:24:00,"Male - M","White - W",28,"Unlawful Mischief (Felony) 13 VSA 3701(A) 290",1
"19BU012056",2019-06-13 09:49:35,"Male - M","White - W",28,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",1
"19BU012061",2019-07-07 13:29:00,"Male - M","White - W",33,"Petit Larceny From A Building/Residence/Structure 13 VSA 2502 23H",1
"19BU012065",2019-06-13 14:37:00,"Male - M","White - W",21,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"19BU012071",2019-06-13 16:03:11,"Male - M","White - W",21,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact) 13 VSA 7559(F) 90Z",1
"19BU012140",2019-06-14 01:45:00,"Male - M","White - W",25,"Unlawful Mischief (Misdemeanor) 13 VSA 3701(B) 290",1
"19BU012162",2019-06-20 00:00:00,"Male - M","White - W",28,"Unlawful Mischief (Felony) 13 VSA 3701(A) 290",1
"19BU012203",2019-06-14 19:35:00,"Male - M","White - W",39,"Arrest on In-State Warrant 00 VSA 0000 ZZZ",1
"19BU012205",2019-06-16 19:20:00,"Male - M","White - W",44,"Stolen Property Receiving (Possession Of) Stolen Property (Felony) 13 VSA 2561 280",1
"19BU012229",2019-06-15 02:00:00,"Male - M","Black - B",36,NA,1
"19BU012238",2019-06-17 02:30:00,"Male - M","White - W",28,"Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A",1
"19BU012238",2019-06-17 02:30:00,"Male - M","White - W",28,"Interference With Access To Emergency Services 13 VSA 1031 90Z",0
"19BU012238",2019-06-17 02:30:00,"Male - M","White - W",28,"Unlawful Restraint - 1st Degree 13 VSA 2407 100",0
"19BU012267",2019-06-15 17:15:00,"Female - F","White - W",36,"Arrest on In-State Warrant 00 VSA 0000 ZZZ",1
"19BU012272",2019-06-16 23:47:22,"Male - M","Black - B",21,"Leaving Scene Of An Accident 23 VSA 1128(A) 90Z",1
"19BU012277",2019-07-16 22:18:00,"Male - M","White - W",39,"Operation Without Consent - Aggravated 23 VSA 1094(B) 90Z",1
"19BU012392",2019-06-17 13:45:00,"Female - F","White - W",39,"Domestic Assault 13 VSA 1042 13B",1
"19BU012392",2019-06-17 13:45:00,"Female - F","White - W",39,"Violation Of Conditions Of Release (Other) 13 VSA 7559(E) 90Z",0
"19BU012408",2019-06-17 16:00:00,"Female - F","White - W",34,NA,1
"19BU012426",2019-06-17 18:11:00,"Male - M","White - W",38,"Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor) 13 VSA 2561 280",1
"19BU012432",2019-07-23 16:15:00,"Female - F","White - W",50,"Identity Theft 13 VSA 2030 26F",1
"19BU012432",2019-07-23 16:15:00,"Female - F","White - W",50,"False Pretenses 13 VSA 2002 26A",0
"19BU012432",2019-07-23 16:15:00,"Female - F","White - W",50,"Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor) 13 VSA 2561 280",0
"19BU012444",2019-06-17 22:20:00,"Male - M","Black - B",37,"Driving With A Criminally Suspended License 23 VSA 674 90Z",1
"19BU012518",2019-08-01 15:00:00,"Male - M","White - W",54,"Burglary 13 VSA 1201 220",1
"19BU012600",2019-07-19 16:06:00,"Female - F","White - W",35,"Retail Theft (Misdemeanor) 13 VSA 2575 23C",1
"19BU012625",2019-06-19 15:00:00,"Male - M","White - W",32,"Arrest on In-State Warrant 00 VSA 0000 ZZZ",1
"19BU012656",2019-07-03 15:20:00,"Male - M","Black - B",56,"Simple Assault 13 VSA 1023 13B",1
"19BU012687",2019-06-22 00:04:22,"Female - F","White - W",19,"Simple Assault 13 VSA 1023 13B",1
"19BU012691",2019-06-21 02:06:00,"Female - F","White - W",23,"Simple Assault 13 VSA 1023 13B",1
"19BU012715",2019-06-21 12:16:00,"Female - F","White - W",31,"Probation-Parole Violation 28 VSA 205 90Z",1
"19BU012750",2019-06-21 19:00:00,"Male - M","White - W",35,"Arrest on In-State Warrant 00 VSA 0000 ZZZ",1
"19BU012793",2019-06-22 02:30:00,"Male - M","White - W",36,"Aggravated Assault 13 VSA 1024 13A",1
"19BU012800",2019-06-22 03:22:00,"Male - M","White - W",30,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"19BU012803",2019-06-22 12:20:00,"Male - M","White - W",35,NA,1
"19BU012806",2019-06-22 05:15:00,"Male - M","White - W",24,"Drugs - Cocaine, Possession  >2.5 Gm 18 VSA 4231(A)(1) 35A",1
"19BU012807",2019-06-22 05:22:00,"Male - M","Black - B",23,"Disorderly Conduct - All Other 13 VSA 1026 90C",1
"19BU012836",2019-07-23 09:27:00,"Male - M","White - W",50,"Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor) 13 VSA 2561 280",1
"19BU012849",2019-07-11 16:35:00,"Male - M","White - W",28,"Unlawful Trespass (Misdemeanor) 13 VSA 3705 90J",1
"19BU012876",2019-06-23 02:30:00,"Female - F","White - W",50,NA,1
"19BU012913",2019-06-24 19:00:00,"Female - F","White - W",22,"Leaving Scene Of An Accident 23 VSA 1128(A) 90Z",1
"19BU012931",2019-06-23 20:15:00,"Male - M","White - W",25,"Fugitive From Justice (Arrest Prior To Requisition) 13 VSA 4953 90Z",1
"19BU012937",2019-06-23 23:00:00,"Male - M","Black - B",40,"Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Felony) 13 VSA 1028(A)(2) 13A",1
"19BU012959",2019-07-26 13:32:00,"Female - F","White - W",30,"Failure To Return A Rented Or Leased Motor Vehicle 13 VSA 2592 26A",1
"19BU013021",2019-06-24 17:35:00,"Male - M","White - W",31,"Arrest on In-State Warrant 00 VSA 0000 ZZZ",1
